,ref_image,insp_image,ref_y,insp_y,binary_y,material_id,ref_y_raw,insp_y_raw,confidence,defect_dir,lighting_type,ref_defect_label,insp_defect_label,cad_hash,panel_id,position_id,p_angle,adamtask_id,ref_uuid,insp_uuid,ref_xy,insp_xy,datasplit,device,model_predict_binary,model_predict_binary_score,model_predict_defect,model_predict_defect_score,model_predict_confidence,data_source,ref_p_angle,package_type,feature_set_name,rotate_angel,ref_image_name,insp_image_name,old_insp_y_raw,x1,y1,x3,y3,ref_material_id,index.1,insp_material_id,insp_cad_hash
10,body/103026537-1.5R-0201-FCADL275W97/2022-11-08-L275W97.4-103520437_7816_4382_ok_white.png,body/103026537-1.5R-0201-FCADL275W97/2022-11-08-L275W97.4-103520437_7816_4382_ok_white.png,0,0.0,False,103026537-1.5R-0201-F,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,body/1N4148CAD_30A091-PCI6451-Q732-TOP2023-03-06/2023-03-06-L100W144-100455628_6977_14289_ok_white.png,body/1N4148CAD_30A091-PCI6451-Q732-TOP2023-03-06/2023-03-06-L100W144-100455628_6977_14289_ok_white.png,0,0.0,False,1N4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,body/1N4148KTDUP5776/2023-01-04-L220W234-095308679_14065_23693_ok_white.png,body/1N4148KTDUP5776/2023-01-04-L220W234-095308679_14065_23693_ok_white.png,0,0.0,False,1N4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,body/BAS85KTDUP5776/2023-01-04-L220W234-095308679_19309_17220_ok_white.png,body/BAS85KTDUP5776/2023-01-04-L220W234-095308679_19309_17220_ok_white.png,0,0.0,False,BAS85,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,body/BAS85KTDUP5080/2023-01-03-L220W234-122439903_2780_11948_ok_white.png,body/BAS85KTDUP5080/2023-01-03-L220W234-122439903_2780_11948_ok_white.png,0,0.0,False,BAS85,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,body/BAT48CAD_G2BOTTOMBOARDV13TOP/2022-12-30-L90W130-104547581_1628_9077_ok_white.png,body/BAT48CAD_G2BOTTOMBOARDV13TOP/2022-12-30-L90W130-104547581_1628_9077_ok_white.png,0,0.0,False,BAT48,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,body/BAT48CAD_G2BOTTOMBOARDV13TOP/2022-12-30-L90W130-104547581_1622_8448_ok_white.png,body/BAT48CAD_G2BOTTOMBOARDV13TOP/2022-12-30-L90W130-104547581_1622_8448_ok_white.png,0,0.0,False,BAT48,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,body/BZV-C5V1CAD_CSXHZHQPULSE1/2023-02-03-L220W130-171246913_12062_4040_ok_white.png,body/BZV-C5V1CAD_CSXHZHQPULSE1/2023-02-03-L220W130-171246913_12062_4040_ok_white.png,0,0.0,False,BZV-C5V1,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,body/BZV-C5V1CAD_CSXHZHQPULSE1/2023-02-03-L220W130-171246913_23703_11736_ok_white.png,body/BZV-C5V1CAD_CSXHZHQPULSE1/2023-02-03-L220W130-171246913_23703_11736_ok_white.png,0,0.0,False,BZV-C5V1,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,body/BZV55-C5V1CAD_FECU1/2023-02-03-L140W210-110546445_997_12964_ok_white.png,body/BZV55-C5V1CAD_FECU1/2023-02-03-L140W210-110546445_997_12964_ok_white.png,0,0.0,False,BZV55-C5V1,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,body/BZV55-C5V1CAD_MECU7/2023-02-02-L200W214.5-141415031_13088_22807_ok_white.png,body/BZV55-C5V1CAD_MECU7/2023-02-02-L200W214.5-141415031_13088_22807_ok_white.png,0,0.0,False,BZV55-C5V1,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,body/FHLL4148CAD_TTTTTTTT2023-03-22/2023-03-22-L100W100-094945779_822_312_misaligned_white.png,body/FHLL4148CAD_TTTTTTTT2023-03-22/2023-03-22-L100W100-094945779_822_312_misaligned_white.png,0,0.0,False,FHLL4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,body/FHLL4148CAD_TTTTTTTT2023-03-21/2023-03-21-L100W100-151647078_4740_10545_ok_white.png,body/FHLL4148CAD_TTTTTTTT2023-03-21/2023-03-21-L100W100-151647078_4740_10545_ok_white.png,0,0.0,False,FHLL4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,body/LL4148CAD_MECU3/2023-01-06-L190W186-174231785_837_341_misaligned_white.png,body/LL4148CAD_MECU3/2023-01-06-L190W186-174231785_837_341_misaligned_white.png,0,0.0,False,LL4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,body/LL4148CAD_MECU7/2023-02-02-L200W214.5-141415031_17974_1515_ok_white.png,body/LL4148CAD_MECU7/2023-02-02-L200W214.5-141415031_17974_1515_ok_white.png,0,0.0,False,LL4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,body/SOD-80-FLZ5V6ACAD_COLLECT-B020230215/B0_2023-02-15-L220W317-210230849_14937_32506_ok_white.png,body/SOD-80-FLZ5V6ACAD_COLLECT-B020230215/B0_2023-02-15-L220W317-210230849_14937_32506_ok_white.png,0,0.0,False,SOD-80-FLZ5V6A,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,body/SOD-80-FLZ5V6ACAD_COLLECT-B020230215/B0_2023-02-15-L220W317-210230849_12540_29767_ok_white.png,body/SOD-80-FLZ5V6ACAD_COLLECT-B020230215/B0_2023-02-15-L220W317-210230849_12540_29767_ok_white.png,0,0.0,False,SOD-80-FLZ5V6A,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,body/SOD-80-LL4148CAD_COLLECT-B020230215/B0_2023-02-15-L220W317-210230849_5761_11109_ok_white.png,body/SOD-80-LL4148CAD_COLLECT-B020230215/B0_2023-02-15-L220W317-210230849_5761_11109_ok_white.png,0,0.0,False,SOD-80-LL4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,body/SOD-80-LL4148CAD_COLLECT-B020230215/B0_2023-02-15-L220W317-210230849_3880_10078_ok_white.png,body/SOD-80-LL4148CAD_COLLECT-B020230215/B0_2023-02-15-L220W317-210230849_3880_10078_ok_white.png,0,0.0,False,SOD-80-LL4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,body/ZMM3V3CAD_30A031-ZGZKB-FGZKB-V0/2023-01-09-L105W150-143806299_5999_5238_ok_white.png,body/ZMM3V3CAD_30A031-ZGZKB-FGZKB-V0/2023-01-09-L105W150-143806299_5999_5238_ok_white.png,0,0.0,False,ZMM3V3,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,body/ZMM3V3CAD_30A031-ZGZKB-FGZKB-V0/2023-01-09-L105W150-143806299_5999_5238_ok_white.png,body/ZMM3V3CAD_30A031-ZGZKB-FGZKB-V0/2023-01-09-L105W150-143806299_5999_5238_ok_white.png,0,0.0,False,ZMM3V3,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,body/ZMM5231BCAD_G2BOTTOMBOARDV13TOP/2022-12-30-L90W130-104547581_2322_8214_ok_white.png,body/ZMM5231BCAD_G2BOTTOMBOARDV13TOP/2022-12-30-L90W130-104547581_2322_8214_ok_white.png,0,0.0,False,ZMM5231B,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,body/ZMM5231BCAD_G2BOTTOMBOARDV13TOP/2022-12-30-L90W130-104547581_2322_8911_ok_white.png,body/ZMM5231BCAD_G2BOTTOMBOARDV13TOP/2022-12-30-L90W130-104547581_2322_8911_ok_white.png,0,0.0,False,ZMM5231B,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,body/ZMM5248BCAD_G2BOTTOMBOARDV13TOP/2022-12-30-L90W130-104547581_2774_2887_ok_white.png,body/ZMM5248BCAD_G2BOTTOMBOARDV13TOP/2022-12-30-L90W130-104547581_2774_2887_ok_white.png,0,0.0,False,ZMM5248B,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,body/ZMM5248BCAD_G2BOTTOMBOARDV13TOP/2022-12-30-L90W130-104547581_2774_2887_ok_white.png,body/ZMM5248BCAD_G2BOTTOMBOARDV13TOP/2022-12-30-L90W130-104547581_2774_2887_ok_white.png,0,0.0,False,ZMM5248B,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,body/1N4148KTDUP5080/2023-01-03-L220W234-122439903_14625_20358_ok_white.png,body/1N4148KTDUP5080/2023-01-03-L220W234-122439903_5558_17622_ok_white.png,0,0.0,False,1N4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,body/1N4148KTDUP5776/2023-01-04-L220W234-095308679_14066_23422_ok_white.png,body/1N4148KTDUP5776/2023-01-04-L220W234-095308679_14680_23695_ok_white.png,0,0.0,False,1N4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,body/BZV55-C5V1CAD_TOP2023-03-10/2023-03-10-L164W148.5-101609807_6901_8352_ok_white.png,body/BZV55-C5V1CAD_TOP2023-03-10/2023-03-10-L164W148.5-101609807_9950_8242_ok_white.png,0,0.0,False,BZV55-C5V1,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,body/BZV55-C5V1CAD_MECU7/2023-02-02-L200W214.5-141415031_20062_22559_ok_white.png,body/BZV55-C5V1CAD_MECU7/2023-02-02-L200W214.5-141415031_20114_7928_ok_white.png,0,0.0,False,BZV55-C5V1,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,body/BZV55-C5V1CAD_FECU1/2023-02-03-L140W210-110546445_8444_2267_ok_white.png,body/BZV55-C5V1CAD_FECU1/2023-02-03-L140W210-110546445_1001_12676_ok_white.png,0,0.0,False,BZV55-C5V1,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,body/BZV55-C5V1CAD_TOP2023-03-10/2023-03-10-L164W148.5-101609807_14367_2808_ok_white.png,body/BZV55-C5V1CAD_TOP2023-03-10/2023-03-10-L164W148.5-101609807_12728_8347_ok_white.png,0,0.0,False,BZV55-C5V1,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,body/100892920-90.9K-0204-FCADL232W98_FDO183S/2022-11-04-L232W98-150421299_10676_5352_ok_white.png,body/100892920-90.9K-0204-FCADL232W98_FDO183S/2022-11-04-L232W98-150421299_22595_5369_ok_white.png,0,0.0,False,100892920-90.9K-0204-F,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,body/100303117-1M-0204-FCADL232W98_FDO183S/2022-11-04-L232W98-150421299_18743_5928_ok_white.png,body/100303117-1M-0204-FCADL232W98_FDO183S/2022-11-04-L232W98-150421299_2857_5896_ok_white.png,0,0.0,False,100303117-1M-0204-F,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,body/1N4148KTDUP5080/2023-01-03-L220W234-122439903_14615_20632_ok_white.png,body/1N4148KTDUP5080/2023-01-03-L220W234-122439903_2396_14818_ok_white.png,0,0.0,False,1N4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,body/103026537-1.5R-0201-FCADL275W97/2022-11-08-L275W97.4-103520437_2154_4389_ok_white.png,body/103026537-1.5R-0201-FCADL275W97/2022-11-08-L275W97.4-103520437_2154_4389_ok_white.png,0,0.0,False,103026537-1.5R-0201-F,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,body/LL4148CAD_TOP2023-03-10/2023-03-10-L164W148.5-101609807_14776_4088_ok_white.png,body/LL4148CAD_TOP2023-03-10/2023-03-10-L164W148.5-101609807_8946_4094_ok_white.png,0,0.0,False,LL4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,body/LL4148CAD_TOP2023-03-10/2023-03-10-L164W148.5-101609807_3116_4104_ok_white.png,body/LL4148CAD_TOP2023-03-10/2023-03-10-L164W148.5-101609807_8950_11546_ok_white.png,0,0.0,False,LL4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,body/BZV55-C5V1CAD_FECU1/2023-02-03-L140W210-110546445_997_12964_ok_white.png,body/BZV55-C5V1CAD_FECU1/2023-02-03-L140W210-110546445_8445_1979_ok_white.png,0,0.0,False,BZV55-C5V1,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,body/1N4148KTDUP5776/2023-01-04-L220W234-095308679_14681_21647_ok_white.png,body/1N4148KTDUP5776/2023-01-04-L220W234-095308679_14067_21651_ok_white.png,0,0.0,False,1N4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,body/1N4148CAD_30A091-PCI6451-Q732-TOP2023-03-06/2023-03-06-L100W144-100455628_5733_14272_ok_white.png,body/1N4148CAD_30A091-PCI6451-Q732-TOP2023-03-06/2023-03-06-L100W144-100455628_7744_13243_ok_white.png,0,0.0,False,1N4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,body/101581949-86.6K-0204-FCADL275W97/2022-11-08-L275W97.4-103520437_27342_5968_ok_white.png,body/101581949-86.6K-0204-FCADL275W97/2022-11-08-L275W97.4-103520437_21678_5969_ok_white.png,0,0.0,False,101581949-86.6K-0204-F,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,body/1N4148KTDUP5776/2023-01-04-L220W234-095308679_14682_23423_ok_white.png,body/1N4148KTDUP5776/2023-01-04-L220W234-101408639_794_396_pseudosolder_white.png,0,0.0,False,1N4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,body/1N4148KTDUP5776/2023-01-04-L220W234-095308679_14069_23970_ok_white.png,body/1N4148KTDUP5776/2023-01-04-L220W234-095308679_14680_23695_ok_white.png,0,0.0,False,1N4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,body/LL4148CAD_BOT/2023-01-05-L170W189-142907759_17244_16688_ok_white.png,body/LL4148CAD_BOT/2023-01-05-L170W189-142907759_17244_16414_ok_white.png,0,0.0,False,LL4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,body/1N4148KTDUP5776/2023-01-04-L220W234-095308679_14681_21647_ok_white.png,body/1N4148KTDUP5776/2023-01-04-L220W234-095308679_4472_7463_ok_white.png,0,0.0,False,1N4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,body/1N4148CAD_30A091-PCI6451-Q732-TOP2023-03-06/2023-03-06-L100W144-100455628_5421_14273_ok_white.png,body/1N4148CAD_30A091-PCI6451-Q732-TOP2023-03-06/2023-03-06-L100W144-100455628_5887_13217_ok_white.png,0,0.0,False,1N4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,body/1N4148KTDUP5080/2023-01-03-L220W234-122439903_14011_21448_ok_white.png,body/1N4148KTDUP5080/2023-01-03-L220W234-122439903_5543_21837_ok_white.png,0,0.0,False,1N4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,body/SOD-80-LL4148CAD_COLLECT-B020230215/B0_2023-02-15-L220W317-210230849_3617_10078_ok_white.png,body/SOD-80-LL4148CAD_COLLECT-B020230215/B0_2023-02-15-L220W317-210230849_3351_10078_ok_white.png,0,0.0,False,SOD-80-LL4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,body/1N4148CAD_30A091-PCI6451-Q732-TOP2023-03-06/2023-03-06-L100W144-100455628_5887_13217_ok_white.png,body/1N4148CAD_30A091-PCI6451-Q732-TOP2023-03-06/2023-03-06-L100W144-100455628_7744_13243_ok_white.png,0,0.0,False,1N4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,body/1N4148KTDUP5776/2023-01-04-L220W234-095308679_14679_23967_ok_white.png,body/1N4148KTDUP5776/2023-01-04-L220W234-095308679_14067_21651_ok_white.png,0,0.0,False,1N4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,body/BAS85KTDUP5776/2023-01-04-L220W234-095308679_19309_17220_ok_white.png,body/BAS85KTDUP5776/2023-01-04-L220W234-095308679_15086_2895_ok_white.png,0,0.0,False,BAS85,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,body/BZV55-C5V1CAD_FECC1/2023-03-07-L190W140-143152701_8184_14653_ok_white.png,body/BZV55-C5V1CAD_FECC1/2023-03-07-L190W140-143152701_8194_7663_ok_white.png,0,0.0,False,BZV55-C5V1,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,body/1N4148CAD_30A091-PCI6451-Q732-TOP2023-03-06/2023-03-06-L100W144-100455628_5421_14273_ok_white.png,body/1N4148CAD_30A091-PCI6451-Q732-TOP2023-03-06/2023-03-06-L100W144-100455628_5733_14272_ok_white.png,0,0.0,False,1N4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,body/BZV55-C5V1CAD_TOP2023-03-10/2023-03-10-L164W148.5-101609807_4122_8244_ok_white.png,body/BZV55-C5V1CAD_TOP2023-03-10/2023-03-10-L164W148.5-101609807_9949_7953_ok_white.png,0,0.0,False,BZV55-C5V1,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,body/1N4148KTDUP5080/2023-01-03-L220W234-122439903_14003_21714_ok_white.png,body/1N4148KTDUP5080/2023-01-03-L220W234-122439903_14006_20621_ok_white.png,0,0.0,False,1N4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,body/1N4148KTDUP5080/2023-01-03-L220W234-122439903_14618_21723_ok_white.png,body/1N4148KTDUP5080/2023-01-03-L220W234-122439903_5548_17891_ok_white.png,0,0.0,False,1N4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,body/LL4148CAD_FECU1/2023-02-03-L140W210-110546445_5409_21035_ok_white.png,body/LL4148CAD_FECU1/2023-02-03-L140W210-110546445_10871_2566_ok_white.png,0,0.0,False,LL4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,body/SOD-80-LL4148CAD_COLLECT-B020230215/B0_2023-02-15-L220W317-210230849_5761_11109_ok_white.png,body/SOD-80-LL4148CAD_COLLECT-B020230215/B0_2023-02-15-L220W317-210230849_23422_4429_ok_white.png,0,0.0,False,SOD-80-LL4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,body/BZV55-C5V1CAD_MECU7/2023-02-02-L200W214.5-141415031_13108_15216_ok_white.png,body/BZV55-C5V1CAD_MECU7/2023-02-02-L200W214.5-141415031_13133_7902_ok_white.png,0,0.0,False,BZV55-C5V1,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,body/BZV55-C5V1CAD_FECC1/2023-03-07-L190W140-143152701_4172_14647_ok_white.png,body/BZV55-C5V1CAD_FECC1/2023-03-07-L190W140-143152701_8184_14653_ok_white.png,0,0.0,False,BZV55-C5V1,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,body/LL4148CAD_30A075-4A082529-UHDA-IN2-F16_AT32F407-TOP/2022-12-29-L158W101-091742791_16010_4453_ok_white.png,body/LL4148CAD_30A075-4A082529-UHDA-IN2-F16_AT32F407-TOP/2022-12-29-L158W101-091742791_15968_8818_ok_white.png,0,0.0,False,LL4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,body/103026537-1.5R-0201-FCADL275W97/2022-11-08-L275W97.4-103520437_24796_4373_ok_white.png,body/103026537-1.5R-0201-FCADL275W97/2022-11-08-L275W97.4-103520437_13477_4379_ok_white.png,0,0.0,False,103026537-1.5R-0201-F,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,body/1N4148KTDUP5080/2023-01-03-L220W234-122439903_14510_5629_ok_white.png,body/1N4148KTDUP5080/2023-01-03-L220W234-122439903_14512_4541_ok_white.png,0,0.0,False,1N4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,body/1N4148CAD_30A091-PCI6451-Q732-TOP2023-03-06/2023-03-06-L100W144-100455628_6044_14275_ok_white.png,body/1N4148CAD_30A091-PCI6451-Q732-TOP2023-03-06/2023-03-06-L100W144-100455628_5259_13217_ok_white.png,0,0.0,False,1N4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,body/1N4148KTDUP5080/2023-01-03-L220W234-122439903_13895_4546_ok_white.png,body/1N4148KTDUP5080/2023-01-03-L220W234-122439903_13890_5089_ok_white.png,0,0.0,False,1N4148,0,0.0,certain,SEHUAN_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
